Library	Dataset	Manuscript	FileName	Bibliographical record	IIIF image ID	Width (px)	Height (px)
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0085	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0085	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0086	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0086	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0087	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0087	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0088	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0088	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0089	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0089	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0090	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0090	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0091	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0091	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0092	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0092	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0093	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0093	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0094	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0094	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0095	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0095	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0096	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0096	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0097	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0097	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0098	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0098	3860	4796
BULAC	RASAM1	MS.ARA.417	BULAC_MS_ARA_417_0099	https://bina.bulac.fr/s/bina/ark:/73193/b2bw1q	0099	3860	4796
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0012	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0012	920	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0013	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0013	942	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0015	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0015	942	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0016	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0016	932	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0017	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0017	942	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0019	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0019	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0020	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0020	924	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0021	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0021	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0022	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0022	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0023	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0023	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0028	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0028	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0029	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0029	928	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0030	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0030	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0031	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0031	928	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0033	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0033	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0034	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0034	922	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0038	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0038	916	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0039	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0039	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0041	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0041	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0042	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0042	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0046	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0046	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0047	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0047	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0050	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0050	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0052	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0052	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0053	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0053	939	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0054	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0054	916	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0056	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0056	916	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0058	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0058	915	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0061	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0061	924	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0062	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0062	924	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0063	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0063	924	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0066	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0066	924	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0067	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0067	924	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0069	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0069	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0071	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0071	916	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0072	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0072	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0074	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0074	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0075	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0075	920	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0078	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0078	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0080	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0080	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0081	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0081	924	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0085	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0085	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0087	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0087	918	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0090	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0090	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0092	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0092	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0093	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0093	927	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0094	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0094	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0095	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0095	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0097	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0097	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0099	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0099	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0100	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0100	910	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0103	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0103	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0104	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0104	909	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0107	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0107	919	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0108	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0108	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0111	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0111	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0114	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0114	909	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0117	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0117	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0118	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0118	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0119	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0119	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0120	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0120	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0123	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0123	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0124	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0124	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0126	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0126	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0127	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0127	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0128	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0128	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0131	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0131	916	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0132	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0132	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0134	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0134	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0136	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0136	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0137	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0137	912	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0138	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0138	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0139	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0139	911	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0140	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0140	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0141	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0141	920	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0142	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0142	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0143	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0143	920	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0145	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0145	912	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0146	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0146	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0147	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0147	912	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0148	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0148	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0152	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0152	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0153	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0153	911	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0155	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0155	911	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0158	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0158	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0161	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0161	914	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0162	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0162	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0168	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0168	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0169	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0169	911	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0170	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0170	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0172	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0172	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0173	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0173	911	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0174	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0174	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0175	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0175	911	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0176	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0176	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0178	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0178	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0185	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0185	911	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0186	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0186	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0190	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0190	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0192	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0192	923	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0195	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0195	917	1417
BULAC	RASAM1	MS.ARA.1977	BULAC_MS_ARA_1977_0198	https://bina.bulac.fr/s/bina/ark:/73193/bmpgv6	0198	923	1417
BULAC	RASAM2	MS.ARA.1982	BULAC_ARA_MS_1982_181985	https://bina.bulac.fr/s/bina/ark:/73193/bvmdrp		2900	4481
BULAC	RASAM2	MS.ARA.1982	BULAC_ARA_MS_1982_181992	https://bina.bulac.fr/s/bina/ark:/73193/bvmdrp		2900	4413
BULAC	RASAM2	MS.ARA.1982	BULAC_ARA_MS_1982_182025	https://bina.bulac.fr/s/bina/ark:/73193/bvmdrp		2900	4399
BULAC	RASAM2	MS.ARA.1982	BULAC_ARA_MS_1982_182053	https://bina.bulac.fr/s/bina/ark:/73193/bvmdrp		2900	4409
BULAC	RASAM2	MS.ARA.1982	BULAC_ARA_MS_1982_182152	https://bina.bulac.fr/s/bina/ark:/73193/bvmdrp		2900	4409
BULAC	RASAM2	MS.ARA.1982	BULAC_ARA_MS_1982_182182	https://bina.bulac.fr/s/bina/ark:/73193/bvmdrp		2900	4409
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49750	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2200	2871
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49754	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2804
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49768	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2793
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49775	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2666
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49789	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2784
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49796	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2627
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49803	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2814
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49810	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2827
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49817	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2825
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49824	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2836
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49838	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2825
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49845	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2150	2832
BULAC	RASAM2	MS.ARA.6	BULAC_MS_ARA_6_49850	https://bina.bulac.fr/s/bina/ark:/73193/b6q5p6		2200	2962
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_46933	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2482	3466
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_46947	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3417
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_46960	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3475
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_46973	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3423
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_46986	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3487
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_46999	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3411
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47025	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3423
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47038	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3515
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47051	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3443
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47064	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3514
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47077	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3460
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47090	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3479
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47116	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3518
BULAC	RASAM2	MS.ARA.9	BULAC_MS_ARA_9_47129	https://bina.bulac.fr/s/bina/ark:/73193/bqnm44		2432	3445
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42035	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	2977
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42061	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3004
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42074	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	2991
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42087	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3005
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42100	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3018
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42113	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3009
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42126	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3000
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42139	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3018
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42152	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3027
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42165	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3031
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42178	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3028
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42191	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3046
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42204	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3054
BULAC	RASAM2	MS.ARA.23	BULAC_MS_ARA_23_42217	https://bina.bulac.fr/s/bina/ark:/73193/bnvxrc		2200	3081
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41309	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3145
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41322	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3187
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41335	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3231
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41348	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3240
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41361	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3235
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41374	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3253
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41387	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3250
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41413	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3205
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41426	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3219
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41439	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3146
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41452	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3156
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41478	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3130
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41491	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3134
BULAC	RASAM2	MS.ARA.24	BULAC_MS_ARA_24_41500	https://bina.bulac.fr/s/bina/ark:/73193/bsn0x6		2200	3097
BULAC	RASAM2	MS.ARA.45b	BULAC_MS_ARA_45b_36411	https://bina.bulac.fr/s/bina/ark:/73193/brv21m		2100	2935
BULAC	RASAM2	MS.ARA.45b	BULAC_MS_ARA_45b_36412	https://bina.bulac.fr/s/bina/ark:/73193/brv21m		2100	2928
BULAC	RASAM2	MS.ARA.45b	BULAC_MS_ARA_45b_36413	https://bina.bulac.fr/s/bina/ark:/73193/brv21m		2100	2923
BULAC	RASAM2	MS.ARA.45b	BULAC_MS_ARA_45b_36415	https://bina.bulac.fr/s/bina/ark:/73193/brv21m		2100	2955
